case_id,event_position,activity_name,timestamp,user,label,anomaly_type,anomaly_description
1,0,▶,,▶,anomalous,Attribute,"{'index': [4, 7], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Hugo', 'Jack']}"
1,1,Activity A,,Sherlene,anomalous,Attribute,"{'index': [4, 7], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Hugo', 'Jack']}"
1,2,Activity B,,Earl,anomalous,Attribute,"{'index': [4, 7], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Hugo', 'Jack']}"
1,3,Activity C,,Brant,anomalous,Attribute,"{'index': [4, 7], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Hugo', 'Jack']}"
1,4,Activity E,,Lourdes,anomalous,Attribute,"{'index': [4, 7], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Hugo', 'Jack']}"
1,5,Activity D,,Steve,anomalous,Attribute,"{'index': [4, 7], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Hugo', 'Jack']}"
1,6,Activity G,,Lourdes,anomalous,Attribute,"{'index': [4, 7], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Hugo', 'Jack']}"
1,7,Activity H,,Hoyt,anomalous,Attribute,"{'index': [4, 7], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Hugo', 'Jack']}"
1,8,Activity I,,Frances,anomalous,Attribute,"{'index': [4, 7], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Hugo', 'Jack']}"
1,9,Activity J,,Sonia,anomalous,Attribute,"{'index': [4, 7], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Hugo', 'Jack']}"
1,10,Activity F,,Howard,anomalous,Attribute,"{'index': [4, 7], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Hugo', 'Jack']}"
1,11,■,,■,anomalous,Attribute,"{'index': [4, 7], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Hugo', 'Jack']}"
2,0,▶,,▶,anomalous,Insert,"{'indices': [0, 3]}"
2,1,Random activity 9,,Random user 36,anomalous,Insert,"{'indices': [0, 3]}"
2,2,Activity A,,Sherlene,anomalous,Insert,"{'indices': [0, 3]}"
2,3,Activity B,,Doretta,anomalous,Insert,"{'indices': [0, 3]}"
2,4,Random activity 9,,Random user 34,anomalous,Insert,"{'indices': [0, 3]}"
2,5,Activity C,,Brant,anomalous,Insert,"{'indices': [0, 3]}"
2,6,Activity E,,Lourdes,anomalous,Insert,"{'indices': [0, 3]}"
2,7,Activity D,,Paul,anomalous,Insert,"{'indices': [0, 3]}"
2,8,Activity T,,Ryan,anomalous,Insert,"{'indices': [0, 3]}"
2,9,Activity F,,Lisa,anomalous,Insert,"{'indices': [0, 3]}"
2,10,■,,■,anomalous,Insert,"{'indices': [0, 3]}"
3,0,▶,,▶,anomalous,Late,"{'shift_from': 4, 'shift_to': 6, 'size': 2}"
3,1,Activity A,,Sherlene,anomalous,Late,"{'shift_from': 4, 'shift_to': 6, 'size': 2}"
3,2,Activity B,,Earl,anomalous,Late,"{'shift_from': 4, 'shift_to': 6, 'size': 2}"
3,3,Activity C,,Brant,anomalous,Late,"{'shift_from': 4, 'shift_to': 6, 'size': 2}"
3,4,Activity E,,Lourdes,anomalous,Late,"{'shift_from': 4, 'shift_to': 6, 'size': 2}"
3,5,Activity O,,Melany,anomalous,Late,"{'shift_from': 4, 'shift_to': 6, 'size': 2}"
3,6,Activity P,,Jimmy,anomalous,Late,"{'shift_from': 4, 'shift_to': 6, 'size': 2}"
3,7,Activity D,,Tiffiny,anomalous,Late,"{'shift_from': 4, 'shift_to': 6, 'size': 2}"
3,8,Activity K,,Melany,anomalous,Late,"{'shift_from': 4, 'shift_to': 6, 'size': 2}"
3,9,Activity L,,Amanda,anomalous,Late,"{'shift_from': 4, 'shift_to': 6, 'size': 2}"
3,10,Activity F,,Emily,anomalous,Late,"{'shift_from': 4, 'shift_to': 6, 'size': 2}"
3,11,■,,■,anomalous,Late,"{'shift_from': 4, 'shift_to': 6, 'size': 2}"
4,0,▶,,▶,anomalous,SkipSequence,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}]}"
4,1,Activity A,,Sherlene,anomalous,SkipSequence,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}]}"
4,2,Activity B,,Doretta,anomalous,SkipSequence,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}]}"
4,3,Activity E,,Lourdes,anomalous,SkipSequence,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}]}"
4,4,Activity D,,Tiffiny,anomalous,SkipSequence,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}]}"
