case_id,event_position,activity_name,timestamp,user,label,anomaly_type,anomaly_description
1,0,▶,,▶,anomalous,Late,"{'shift_from': 3, 'shift_to': 8, 'size': 2}"
1,1,Activity A,,Sherlene,anomalous,Late,"{'shift_from': 3, 'shift_to': 8, 'size': 2}"
1,2,Activity BC,,Doretta,anomalous,Late,"{'shift_from': 3, 'shift_to': 8, 'size': 2}"
1,3,Activity BD,,Hugo,anomalous,Late,"{'shift_from': 3, 'shift_to': 8, 'size': 2}"
1,4,Activity E,,Emily,anomalous,Late,"{'shift_from': 3, 'shift_to': 8, 'size': 2}"
1,5,Activity I,,Johnny,anomalous,Late,"{'shift_from': 3, 'shift_to': 8, 'size': 2}"
1,6,Activity F,,Sherlene,anomalous,Late,"{'shift_from': 3, 'shift_to': 8, 'size': 2}"
1,7,Activity J,,Alyce,anomalous,Late,"{'shift_from': 3, 'shift_to': 8, 'size': 2}"
1,8,Activity K,,Lannie,anomalous,Late,"{'shift_from': 3, 'shift_to': 8, 'size': 2}"
1,9,Activity C,,Brant,anomalous,Late,"{'shift_from': 3, 'shift_to': 8, 'size': 2}"
1,10,Activity D,,Alpha,anomalous,Late,"{'shift_from': 3, 'shift_to': 8, 'size': 2}"
1,11,Activity B,,James,anomalous,Late,"{'shift_from': 3, 'shift_to': 8, 'size': 2}"
1,12,■,,■,anomalous,Late,"{'shift_from': 3, 'shift_to': 8, 'size': 2}"
2,0,▶,,▶,anomalous,Insert,"{'indices': [0, 10]}"
2,1,Random activity 25,,Random user 56,anomalous,Insert,"{'indices': [0, 10]}"
2,2,Activity A,,Sherlene,anomalous,Insert,"{'indices': [0, 10]}"
2,3,Activity BC,,Doretta,anomalous,Insert,"{'indices': [0, 10]}"
2,4,Activity BD,,Lourdes,anomalous,Insert,"{'indices': [0, 10]}"
2,5,Activity L,,Howard,anomalous,Insert,"{'indices': [0, 10]}"
2,6,Activity N,,Ryan,anomalous,Insert,"{'indices': [0, 10]}"
2,7,Activity M,,Steve,anomalous,Insert,"{'indices': [0, 10]}"
2,8,Activity R,,Lannie,anomalous,Insert,"{'indices': [0, 10]}"
2,9,Activity W,,Junior,anomalous,Insert,"{'indices': [0, 10]}"
2,10,Activity Z,,Lucy,anomalous,Insert,"{'indices': [0, 10]}"
2,11,Random activity 40,,Random user 3,anomalous,Insert,"{'indices': [0, 10]}"
2,12,Activity X,,Ryan,anomalous,Insert,"{'indices': [0, 10]}"
2,13,Activity S,,Steve,anomalous,Insert,"{'indices': [0, 10]}"
2,14,Activity B,,Rossana,anomalous,Insert,"{'indices': [0, 10]}"
2,15,■,,■,anomalous,Insert,"{'indices': [0, 10]}"
3,0,▶,,▶,anomalous,Late,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
3,1,Activity A,,Sherlene,anomalous,Late,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
3,2,Activity BC,,Doretta,anomalous,Late,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
3,3,Activity BD,,Micheline,anomalous,Late,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
3,4,Activity L,,Howard,anomalous,Late,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
3,5,Activity R,,Lannie,anomalous,Late,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
3,6,Activity N,,Issac,anomalous,Late,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
3,7,Activity M,,Evelin,anomalous,Late,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
3,8,Activity W,,Sigrid,anomalous,Late,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
3,9,Activity Y,,Jin,anomalous,Late,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
3,10,Activity X,,Ryan,anomalous,Late,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
3,11,Activity S,,Lourdes,anomalous,Late,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
3,12,Activity B,,Brant,anomalous,Late,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
3,13,■,,■,anomalous,Late,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
4,0,▶,,▶,anomalous,SkipSequence,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Doretta'}}]}"
4,1,Activity BD,,Hugo,anomalous,SkipSequence,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Doretta'}}]}"
4,2,Activity C,,Keven,anomalous,SkipSequence,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Doretta'}}]}"
4,3,Activity D,,Issac,anomalous,SkipSequence,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Doretta'}}]}"
4,4,Activity E,,Iluminada,anomalous,SkipSequence,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Doretta'}}]}"
4,5,Activity G,,Hassie,anomalous,SkipSequence,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Doretta'}}]}"
4,6,Activity F,,Issac,anomalous,SkipSequence,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Doretta'}}]}"
4,7,Activity J,,Alyce,anomalous,SkipSequence,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Doretta'}}]}"
4,8,Activity K,,Lannie,anomalous,SkipSequence,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Doretta'}}]}"
