case_id,event_position,activity_name,timestamp,user,label,anomaly_type,anomaly_description
1,0,▶,,▶,anomalous,SkipSequence,"{'size': 1, 'start': 1, 'skipped': [{'name': 'Activity AQ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1,1,Activity A,,Sherlene,anomalous,SkipSequence,"{'size': 1, 'start': 1, 'skipped': [{'name': 'Activity AQ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1,2,Activity AR,,Marilyn,anomalous,SkipSequence,"{'size': 1, 'start': 1, 'skipped': [{'name': 'Activity AQ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1,3,Activity C,,Michaele,anomalous,SkipSequence,"{'size': 1, 'start': 1, 'skipped': [{'name': 'Activity AQ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1,4,Activity D,,Hassie,anomalous,SkipSequence,"{'size': 1, 'start': 1, 'skipped': [{'name': 'Activity AQ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1,5,Activity E,,Doretta,anomalous,SkipSequence,"{'size': 1, 'start': 1, 'skipped': [{'name': 'Activity AQ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1,6,Activity H,,Shandi,anomalous,SkipSequence,"{'size': 1, 'start': 1, 'skipped': [{'name': 'Activity AQ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1,7,Activity F,,Elisha,anomalous,SkipSequence,"{'size': 1, 'start': 1, 'skipped': [{'name': 'Activity AQ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1,8,Activity I,,Ling,anomalous,SkipSequence,"{'size': 1, 'start': 1, 'skipped': [{'name': 'Activity AQ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1,9,Activity O,,Rossie,anomalous,SkipSequence,"{'size': 1, 'start': 1, 'skipped': [{'name': 'Activity AQ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1,10,Activity P,,Jamika,anomalous,SkipSequence,"{'size': 1, 'start': 1, 'skipped': [{'name': 'Activity AQ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1,11,Activity J,,Ryan,anomalous,SkipSequence,"{'size': 1, 'start': 1, 'skipped': [{'name': 'Activity AQ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1,12,Activity B,,Iluminada,anomalous,SkipSequence,"{'size': 1, 'start': 1, 'skipped': [{'name': 'Activity AQ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1,13,■,,■,anomalous,SkipSequence,"{'size': 1, 'start': 1, 'skipped': [{'name': 'Activity AQ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
2,0,▶,,▶,anomalous,Early,"{'shift_from': 9, 'shift_to': 3, 'size': 1}"
2,1,Activity A,,Sherlene,anomalous,Early,"{'shift_from': 9, 'shift_to': 3, 'size': 1}"
2,2,Activity AQ,,Doretta,anomalous,Early,"{'shift_from': 9, 'shift_to': 3, 'size': 1}"
2,3,Activity AR,,Hugo,anomalous,Early,"{'shift_from': 9, 'shift_to': 3, 'size': 1}"
2,4,Activity AH,,Alyce,anomalous,Early,"{'shift_from': 9, 'shift_to': 3, 'size': 1}"
2,5,Activity AB,,Sherell,anomalous,Early,"{'shift_from': 9, 'shift_to': 3, 'size': 1}"
2,6,Activity AE,,Ling,anomalous,Early,"{'shift_from': 9, 'shift_to': 3, 'size': 1}"
2,7,Activity AC,,Alyce,anomalous,Early,"{'shift_from': 9, 'shift_to': 3, 'size': 1}"
2,8,Activity AG,,Evelin,anomalous,Early,"{'shift_from': 9, 'shift_to': 3, 'size': 1}"
2,9,Activity AK,,Sherlene,anomalous,Early,"{'shift_from': 9, 'shift_to': 3, 'size': 1}"
2,10,Activity AL,,Amanda,anomalous,Early,"{'shift_from': 9, 'shift_to': 3, 'size': 1}"
2,11,Activity AN,,Sandra,anomalous,Early,"{'shift_from': 9, 'shift_to': 3, 'size': 1}"
2,12,Activity AM,,Seth,anomalous,Early,"{'shift_from': 9, 'shift_to': 3, 'size': 1}"
2,13,Activity AP,,Steve,anomalous,Early,"{'shift_from': 9, 'shift_to': 3, 'size': 1}"
