case_id,event_position,activity_name,timestamp,user,label,anomaly_type,anomaly_description
1,0,▶,,▶,anomalous,Early,"{'shift_from': 3, 'shift_to': 1, 'size': 1}"
1,1,Activity A,,Jamika,anomalous,Early,"{'shift_from': 3, 'shift_to': 1, 'size': 1}"
1,2,Activity M,,Evelin,anomalous,Early,"{'shift_from': 3, 'shift_to': 1, 'size': 1}"
1,3,Activity C,,Sandra,anomalous,Early,"{'shift_from': 3, 'shift_to': 1, 'size': 1}"
1,4,Activity D,,Chan,anomalous,Early,"{'shift_from': 3, 'shift_to': 1, 'size': 1}"
1,5,Activity B,,Grayce,anomalous,Early,"{'shift_from': 3, 'shift_to': 1, 'size': 1}"
1,6,■,,■,anomalous,Early,"{'shift_from': 3, 'shift_to': 1, 'size': 1}"
2,0,▶,,▶,anomalous,Insert,"{'indices': [0, 2]}"
2,1,Random activity 33,,Random user 39,anomalous,Insert,"{'indices': [0, 2]}"
2,2,Activity A,,Jamika,anomalous,Insert,"{'indices': [0, 2]}"
2,3,Random activity 17,,Random user 45,anomalous,Insert,"{'indices': [0, 2]}"
2,4,Activity C,,Sherell,anomalous,Insert,"{'indices': [0, 2]}"
2,5,Activity AJ,,Carmella,anomalous,Insert,"{'indices': [0, 2]}"
2,6,Activity D,,Sandra,anomalous,Insert,"{'indices': [0, 2]}"
2,7,Activity B,,Grayce,anomalous,Insert,"{'indices': [0, 2]}"
2,8,■,,■,anomalous,Insert,"{'indices': [0, 2]}"
3,0,▶,,▶,anomalous,Attribute,"{'index': [0], 'attribute_index': [0], 'attribute': ['user'], 'original': ['Della']}"
3,1,Activity A,,Seth,anomalous,Attribute,"{'index': [0], 'attribute_index': [0], 'attribute': ['user'], 'original': ['Della']}"
3,2,Activity N,,Roseanne,anomalous,Attribute,"{'index': [0], 'attribute_index': [0], 'attribute': ['user'], 'original': ['Della']}"
3,3,Activity P,,Emily,anomalous,Attribute,"{'index': [0], 'attribute_index': [0], 'attribute': ['user'], 'original': ['Della']}"
3,4,Activity Q,,Paul,anomalous,Attribute,"{'index': [0], 'attribute_index': [0], 'attribute': ['user'], 'original': ['Della']}"
3,5,Activity O,,Wilton,anomalous,Attribute,"{'index': [0], 'attribute_index': [0], 'attribute': ['user'], 'original': ['Della']}"
3,6,Activity B,,Gema,anomalous,Attribute,"{'index': [0], 'attribute_index': [0], 'attribute': ['user'], 'original': ['Della']}"
3,7,■,,■,anomalous,Attribute,"{'index': [0], 'attribute_index': [0], 'attribute': ['user'], 'original': ['Della']}"
4,0,▶,,▶,anomalous,Insert,{'indices': [3]}
4,1,Activity A,,Della,anomalous,Insert,{'indices': [3]}
4,2,Activity N,,Earl,anomalous,Insert,{'indices': [3]}
4,3,Activity P,,Emily,anomalous,Insert,{'indices': [3]}
4,4,Random activity 23,,Random user 18,anomalous,Insert,{'indices': [3]}
4,5,Activity Q,,Paul,anomalous,Insert,{'indices': [3]}
4,6,Activity O,,Jamika,anomalous,Insert,{'indices': [3]}
4,7,Activity B,,Howard,anomalous,Insert,{'indices': [3]}
4,8,■,,■,anomalous,Insert,{'indices': [3]}
5,0,▶,,▶,anomalous,Attribute,"{'index': [0, 3, 5], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Alyce', 'Paul', 'Melany']}"
5,1,Activity A,,Howard,anomalous,Attribute,"{'index': [0, 3, 5], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Alyce', 'Paul', 'Melany']}"
5,2,Activity N,,Roseanne,anomalous,Attribute,"{'index': [0, 3, 5], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Alyce', 'Paul', 'Melany']}"
5,3,Activity P,,Emily,anomalous,Attribute,"{'index': [0, 3, 5], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Alyce', 'Paul', 'Melany']}"
5,4,Activity Q,,Deloras,anomalous,Attribute,"{'index': [0, 3, 5], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Alyce', 'Paul', 'Melany']}"
5,5,Activity O,,Hugo,anomalous,Attribute,"{'index': [0, 3, 5], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Alyce', 'Paul', 'Melany']}"
5,6,Activity B,,Sherell,anomalous,Attribute,"{'index': [0, 3, 5], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Alyce', 'Paul', 'Melany']}"
5,7,■,,■,anomalous,Attribute,"{'index': [0, 3, 5], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Alyce', 'Paul', 'Melany']}"
6,0,▶,,▶,anomalous,Insert,"{'indices': [1, 3]}"
6,1,Activity A,,Della,anomalous,Insert,"{'indices': [1, 3]}"
6,2,Random activity 34,,Random user 54,anomalous,Insert,"{'indices': [1, 3]}"
6,3,Activity N,,Hoyt,anomalous,Insert,"{'indices': [1, 3]}"
6,4,Random activity 21,,Random user 1,anomalous,Insert,"{'indices': [1, 3]}"
