case_id,event_position,activity_name,timestamp,user,label,anomaly_type,anomaly_description
1,0,▶,,▶,normal,-,-
1,1,Activity A,,Sherlene,normal,-,-
1,2,Activity CA,,Doretta,normal,-,-
1,3,Activity CB,,Ling,normal,-,-
1,4,Activity BZ,,Sharee,normal,-,-
1,5,Activity B,,Issac,normal,-,-
1,6,■,,■,normal,-,-
2,0,▶,,▶,normal,-,-
2,1,Activity A,,Sherlene,normal,-,-
2,2,Activity CA,,Earl,normal,-,-
2,3,Activity CB,,Lisa,normal,-,-
2,4,Activity BC,,James,normal,-,-
2,5,Activity B,,Iluminada,normal,-,-
2,6,■,,■,normal,-,-
3,0,▶,,▶,normal,-,-
3,1,Activity A,,Sherlene,normal,-,-
3,2,Activity CA,,Doretta,normal,-,-
3,3,Activity CB,,Vickie,normal,-,-
3,4,Activity BD,,Melany,normal,-,-
3,5,Activity BO,,Emily,normal,-,-
3,6,Activity BE,,Craig,normal,-,-
3,7,Activity BQ,,Frances,normal,-,-
3,8,Activity BR,,Paul,normal,-,-
3,9,Activity BW,,Charles,normal,-,-
3,10,Activity BS,,Junior,normal,-,-
3,11,Activity B,,Paul,normal,-,-
3,12,■,,■,normal,-,-
4,0,▶,,▶,normal,-,-
4,1,Activity A,,Sherlene,normal,-,-
4,2,Activity CA,,Earl,normal,-,-
4,3,Activity CB,,Ling,normal,-,-
4,4,Activity BZ,,Sharee,normal,-,-
4,5,Activity B,,Frances,normal,-,-
4,6,■,,■,normal,-,-
5,0,▶,,▶,normal,-,-
5,1,Activity A,,Sherlene,normal,-,-
5,2,Activity CA,,Doretta,normal,-,-
5,3,Activity CB,,Lannie,normal,-,-
5,4,Activity BD,,Roy,normal,-,-
5,5,Activity BH,,Lourdes,normal,-,-
5,6,Activity BI,,Lucy,normal,-,-
5,7,Activity BE,,Pam,normal,-,-
5,8,Activity BQ,,Elisha,normal,-,-
5,9,Activity BR,,Brian,normal,-,-
5,10,Activity BW,,Lisa,normal,-,-
5,11,Activity BS,,Amanda,normal,-,-
5,12,Activity B,,Hannah,normal,-,-
5,13,■,,■,normal,-,-
6,0,▶,,▶,normal,-,-
6,1,Activity A,,Sherlene,normal,-,-
