case_id,event_position,activity_name,timestamp,user,label,anomaly_type,anomaly_description
1,0,▶,,▶,normal,-,-
1,1,Activity A,,Jamika,normal,-,-
1,2,Activity C,,Sandra,normal,-,-
1,3,Activity M,,Evelin,normal,-,-
1,4,Activity D,,Chan,normal,-,-
1,5,Activity B,,Grayce,normal,-,-
1,6,■,,■,normal,-,-
2,0,▶,,▶,normal,-,-
2,1,Activity A,,Jamika,normal,-,-
2,2,Activity C,,Sherell,normal,-,-
2,3,Activity AJ,,Carmella,normal,-,-
2,4,Activity D,,Sandra,normal,-,-
2,5,Activity B,,Grayce,normal,-,-
2,6,■,,■,normal,-,-
3,0,▶,,▶,normal,-,-
3,1,Activity A,,Della,normal,-,-
3,2,Activity N,,Roseanne,normal,-,-
3,3,Activity P,,Emily,normal,-,-
3,4,Activity Q,,Paul,normal,-,-
3,5,Activity O,,Wilton,normal,-,-
3,6,Activity B,,Gema,normal,-,-
3,7,■,,■,normal,-,-
4,0,▶,,▶,normal,-,-
4,1,Activity A,,Della,normal,-,-
4,2,Activity N,,Earl,normal,-,-
4,3,Activity P,,Emily,normal,-,-
4,4,Activity Q,,Paul,normal,-,-
4,5,Activity O,,Jamika,normal,-,-
4,6,Activity B,,Howard,normal,-,-
4,7,■,,■,normal,-,-
5,0,▶,,▶,normal,-,-
5,1,Activity A,,Alyce,normal,-,-
5,2,Activity N,,Roseanne,normal,-,-
5,3,Activity P,,Emily,normal,-,-
5,4,Activity Q,,Paul,normal,-,-
5,5,Activity O,,Hugo,normal,-,-
5,6,Activity B,,Melany,normal,-,-
5,7,■,,■,normal,-,-
6,0,▶,,▶,normal,-,-
6,1,Activity A,,Della,normal,-,-
6,2,Activity N,,Hoyt,normal,-,-
6,3,Activity R,,Sherlene,normal,-,-
6,4,Activity X,,Michaele,normal,-,-
6,5,Activity S,,Grayce,normal,-,-
6,6,Activity O,,Hoyt,normal,-,-
6,7,Activity B,,Grayce,normal,-,-
6,8,■,,■,normal,-,-
7,0,▶,,▶,normal,-,-
7,1,Activity A,,Della,normal,-,-
7,2,Activity N,,Brian,normal,-,-
7,3,Activity AG,,Josef,normal,-,-
7,4,Activity AH,,Chan,normal,-,-
7,5,Activity O,,Jamika,normal,-,-
7,6,Activity B,,Melany,normal,-,-
7,7,■,,■,normal,-,-
8,0,▶,,▶,normal,-,-
8,1,Activity A,,Della,normal,-,-
8,2,Activity N,,Roseanne,normal,-,-
8,3,Activity Y,,James,normal,-,-
8,4,Activity AB,,Amanda,normal,-,-
8,5,Activity Z,,Jamika,normal,-,-
8,6,Activity O,,Junior,normal,-,-
8,7,Activity B,,Grayce,normal,-,-
8,8,■,,■,normal,-,-
9,0,▶,,▶,normal,-,-
9,1,Activity A,,Jamika,normal,-,-
9,2,Activity C,,Vickie,normal,-,-
9,3,Activity L,,Sigrid,normal,-,-
9,4,Activity D,,Lucy,normal,-,-
9,5,Activity B,,Gema,normal,-,-
9,6,■,,■,normal,-,-
10,0,▶,,▶,normal,-,-
10,1,Activity A,,Alyce,normal,-,-
10,2,Activity N,,Brant,normal,-,-
10,3,Activity R,,Issac,normal,-,-
10,4,Activity X,,Johnny,normal,-,-
10,5,Activity S,,Grayce,normal,-,-
10,6,Activity O,,Junior,normal,-,-
10,7,Activity B,,Grayce,normal,-,-
10,8,■,,■,normal,-,-
11,0,▶,,▶,normal,-,-
11,1,Activity A,,Alyce,normal,-,-
11,2,Activity N,,Wilton,normal,-,-
11,3,Activity Y,,Junior,normal,-,-
11,4,Activity AB,,Amanda,normal,-,-
11,5,Activity Z,,Keven,normal,-,-
11,6,Activity O,,Wilton,normal,-,-
11,7,Activity B,,Gema,normal,-,-
11,8,■,,■,normal,-,-
12,0,▶,,▶,normal,-,-
12,1,Activity A,,Della,normal,-,-
12,2,Activity N,,Wilton,normal,-,-
12,3,Activity Y,,Junior,normal,-,-
12,4,Activity AB,,Amanda,normal,-,-
12,5,Activity Z,,Jamika,normal,-,-
12,6,Activity O,,Junior,normal,-,-
12,7,Activity B,,Grayce,normal,-,-
12,8,■,,■,normal,-,-
13,0,▶,,▶,normal,-,-
13,1,Activity A,,Della,normal,-,-
13,2,Activity N,,Hoyt,normal,-,-
13,3,Activity R,,Vickie,normal,-,-
13,4,Activity X,,Michaele,normal,-,-
13,5,Activity S,,Craig,normal,-,-
13,6,Activity O,,Wilton,normal,-,-
13,7,Activity B,,Gema,normal,-,-
13,8,■,,■,normal,-,-
14,0,▶,,▶,normal,-,-
14,1,Activity A,,Della,normal,-,-
14,2,Activity N,,Roseanne,normal,-,-
14,3,Activity P,,Emily,normal,-,-
14,4,Activity Q,,Paul,normal,-,-
14,5,Activity O,,Wilton,normal,-,-
14,6,Activity B,,Gema,normal,-,-
14,7,■,,■,normal,-,-
15,0,▶,,▶,normal,-,-
